index,name,team,points,value
João Pedro Junqueira de Jesus2024-11-09T17:30:00Z,João Pedro Junqueira de Jesus,Brighton,0.421789343,54
William Osula2024-11-10T14:00:00Z,William Osula,Newcastle,0.393200647,50
Niclas Füllkrug2024-11-09T15:00:00Z,Niclas Füllkrug,West Ham,0.326296255,67
Odsonne Edouard2024-11-10T14:00:00Z,Odsonne Edouard,Leicester,0.290630033,52
Julián Álvarez2024-11-09T17:30:00Z,Julián Álvarez,Man City,0.211073813,70
Ivan Toney2024-11-09T15:00:00Z,Ivan Toney,Brentford,0.192637906,73
Callum Wilson2024-11-10T14:00:00Z,Callum Wilson,Newcastle,0.176823629,69
Igor Thiago Nascimento Rodrigues2024-11-09T15:00:00Z,Igor Thiago Nascimento Rodrigues,Brentford,0.141708601,59
Armando Broja2024-11-09T15:00:00Z,Armando Broja,Everton,0.139565642,54
Ali Al-Hamadi2024-11-10T14:00:00Z,Ali Al-Hamadi,Ipswich,0.118500158,48
Ross Stewart2024-11-09T15:00:00Z,Ross Stewart,Southampton,0.117564538,45
Daniel Jebbison2024-11-09T15:00:00Z,Daniel Jebbison,Bournemouth,0.116164738,45
Romelu Lukaku Bolingoli2024-11-10T16:30:00Z,Romelu Lukaku Bolingoli,Chelsea,0.116099561,63
Carlos Vinícius Alves Morais2024-11-09T15:00:00Z,Carlos Vinícius Alves Morais,Fulham,0.107839041,50
Jay Stansfield2024-11-09T15:00:00Z,Jay Stansfield,Fulham,0.106288755,50
Neal Maupay2024-11-09T15:00:00Z,Neal Maupay,Everton,0.102906726,49
Emmanuel Dennis2024-11-10T14:00:00Z,Emmanuel Dennis,Nott'm Forest,0.091236911,49
Deniz Undav2024-11-09T17:30:00Z,Deniz Undav,Brighton,0.087824441,55
Saša Kalajdžić2024-11-09T15:00:00Z,Saša Kalajdžić,Wolves,0.085708478,48
Fábio Silva2024-11-09T15:00:00Z,Fábio Silva,Wolves,0.078887261,50
Youssef Ramalho Chermiti2024-11-09T15:00:00Z,Youssef Ramalho Chermiti,Everton,0.07884712,49
David Datro Fofana2024-11-10T16:30:00Z,David Datro Fofana,Chelsea,0.07779881,54
Alejo Véliz2024-11-10T14:00:00Z,Alejo Véliz,Spurs,0.076646571,50
Marc Guiu Paz2024-11-10T16:30:00Z,Marc Guiu Paz,Chelsea,0.07001889,48
Sékou Mara2024-11-09T15:00:00Z,Sékou Mara,Southampton,0.069443148,50
Patson Daka2024-11-10T14:00:00Z,Patson Daka,Leicester,0.066841655,48
Nathan Fraser2024-11-09T15:00:00Z,Nathan Fraser,Wolves,0.055659335,45
Leon Chiwome2024-11-09T15:00:00Z,Leon Chiwome,Wolves,0.054804736,45
Will Lankshear2024-11-10T14:00:00Z,Will Lankshear,Spurs,0.050478099,45
Deivid Washington de Souza Eugênio2024-11-10T16:30:00Z,Deivid Washington de Souza Eugênio,Chelsea,0.049917505,50
Dane Scarlett2024-11-10T14:00:00Z,Dane Scarlett,Spurs,0.047922106,45
Hwang Ui-jo2024-11-10T14:00:00Z,Hwang Ui-jo,Nott'm Forest,0.045213281,45
Nathan Butler-Oyedeji2024-11-10T16:30:00Z,Nathan Butler-Oyedeji,Arsenal,0.044890185,45
Tom Cannon2024-11-10T14:00:00Z,Tom Cannon,Leicester,0.040400079,45
Ethan Wheatley2024-11-10T14:00:00Z,Ethan Wheatley,Man Utd,0.039056161,45
Freddie Ladapo2024-11-10T14:00:00Z,Freddie Ladapo,Ipswich,0.03482532,45
Mark O’Mahony2024-11-09T17:30:00Z,Mark O’Mahony,Brighton,0.032002567,45
