,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
51,46,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,165,0,0,46,Filip Marschall,40,GKP,Spurs,Aston Villa,Aston Villa
52,47,7,West Ham,3,False,2024-08-17T16:30:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,3,0,11,25.8,0.0,0.0,2.6,1,0.00,0.00,0.00,2.46,50,0,1108383,0,0,47,Emiliano Martínez Romero,50,GKP,Spurs,Aston Villa,Aston Villa
53,48,7,West Ham,2,False,2024-08-17T16:30:00Z,1,2,1,61,0,0,0,1,0,0,0,0,0,0,0,6,1.6,2.6,15.0,1.9,1,0.30,0.01,0.31,1.28,55,0,204217,0,0,48,John McGinn,52,MID,Spurs,Aston Villa,Aston Villa
54,49,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,7726,0,0,49,Tyrone Mings,44,DEF,Spurs,Aston Villa,Aston Villa
55,50,7,West Ham,1,False,2024-08-17T16:30:00Z,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,6,4.2,0.3,0.0,0.5,0,0.00,0.00,0.00,1.04,40,0,26790,0,0,50,Kosta Nedeljković,40,DEF,Spurs,Aston Villa,Aston Villa
56,51,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,9628,0,0,51,Robin Olsen,45,GKP,Spurs,Aston Villa,Aston Villa
57,52,7,West Ham,2,False,2024-08-17T16:30:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,0,0,17,29.2,1.9,0.0,3.1,1,0.00,0.01,0.01,2.46,45,0,122710,0,0,52,Pau Torres,45,DEF,Spurs,Aston Villa,Aston Villa
58,53,7,West Ham,4,False,2024-08-17T16:30:00Z,1,2,1,28,0,1,0,0,0,0,0,0,0,0,0,18,18.4,12.3,7.0,3.8,0,0.06,0.13,0.19,1.17,55,0,22089,0,0,53,Jacob Ramsey,54,MID,Spurs,Aston Villa,Aston Villa
59,54,7,West Ham,2,False,2024-08-17T16:30:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,23.3,16.0,5.7,1,0.21,0.08,0.29,2.46,50,0,786621,0,0,54,Morgan Rogers,54,MID,Spurs,Aston Villa,Aston Villa
60,55,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,153,0,0,55,Viljami Sinisalo,40,GKP,Spurs,Aston Villa,Aston Villa
61,56,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,24385,0,0,56,Lino da Cruz Sousa,40,DEF,Spurs,Aston Villa,Aston Villa
62,57,7,West Ham,7,False,2024-08-17T16:30:00Z,1,2,1,90,0,1,0,1,0,0,0,0,0,0,2,33,32.4,42.5,4.0,7.9,1,0.18,0.24,0.42,2.46,55,0,49190,0,0,57,Youri Tielemans,55,MID,Spurs,Aston Villa,Aston Villa
63,58,7,West Ham,2,False,2024-08-17T16:30:00Z,1,2,1,61,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.2,4.0,0.3,1,0.00,0.00,0.00,1.28,90,0,3152729,0,0,58,Ollie Watkins,91,FWD,Spurs,Aston Villa,Aston Villa
64,233,7,West Ham,10,False,2024-08-17T16:30:00Z,1,2,1,90,1,0,0,1,0,0,0,0,0,0,3,38,48.2,4.3,33.0,8.6,1,0.55,0.01,0.56,2.46,50,0,74901,0,0,233,Amadou Onana,50,MID,Spurs,Aston Villa,Aston Villa
65,569,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,16,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.5,4.0,0.5,0,0.07,0.01,0.08,1.06,55,0,7043,0,0,569,Jaden Philogene,53,MID,Spurs,Aston Villa,Aston Villa
66,598,7,West Ham,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,6352,0,0,598,Lamare Bogarde,40,DEF,Spurs,Aston Villa,Aston Villa
67,640,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,0,0,0,640,Sil Swinkels,40,DEF,Spurs,Aston Villa,Aston Villa
68,641,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,0,0,0,641,Oliwier Zych,40,GKP,Spurs,Aston Villa,Aston Villa
69,656,31,Everton,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,656,Kadan Young,45,MID,Spurs,Aston Villa,Aston Villa
70,59,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,22340,0,0,59,Max Aarons,43,DEF,Bournemouth,Man City,Bournemouth
71,60,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,792,0,0,60,Tyler Adams,49,MID,Bournemouth,Man City,Bournemouth
72,61,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,41159,0,0,61,Jaidon Anthony,45,MID,Bournemouth,Man City,Bournemouth
73,62,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1134,0,0,62,David Brooks,49,MID,Bournemouth,Man City,Bournemouth
74,63,6,Nott'm Forest,1,False,2024-08-17T14:00:00Z,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,5,3.6,1.1,2.0,0.7,0,0.00,0.01,0.01,0.28,50,0,22131,0,0,63,Ryan Christie,49,MID,Bournemouth,Man City,Bournemouth
75,64,6,Nott'm Forest,1,False,2024-08-17T14:00:00Z,1,1,1,83,0,0,0,1,0,0,0,1,0,0,0,12,10.8,16.0,0.0,2.7,1,0.00,0.21,0.21,1.04,50,0,6523,0,0,64,Lewis Cook,50,MID,Bournemouth,Man City,Bournemouth
76,65,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,3455,0,0,65,Enes Ünal,54,FWD,Bournemouth,Man City,Bournemouth
77,66,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1707,0,0,66,Romain Faivre,50,MID,Bournemouth,Man City,Bournemouth
78,67,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,17000,0,0,67,Hamed Traorè,45,MID,Bournemouth,Man City,Bournemouth
79,68,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,30926,0,0,68,James Hill,40,DEF,Bournemouth,Man City,Bournemouth
80,69,6,Nott'm Forest,1,False,2024-08-17T14:00:00Z,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,4,3.2,10.6,2.0,1.6,0,0.00,0.00,0.00,0.28,45,0,123937,0,0,69,Daniel Jebbison,45,FWD,Bournemouth,Man City,Bournemouth
81,70,6,Nott'm Forest,1,False,2024-08-17T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,5,12.0,12.7,2.0,2.7,1,0.00,0.01,0.01,1.30,45,0,40065,0,0,70,Milos Kerkez,44,DEF,Bournemouth,Man City,Bournemouth
82,71,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,26,0,0,0,0,0,0,0,1,0,0,0,0,1.8,6.7,6.0,1.5,0,0.00,0.02,0.02,0.28,55,0,38451,0,0,71,Justin Kluivert,53,MID,Bournemouth,Man City,Bournemouth
83,72,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,6641,0,0,72,Chris Mepham,44,DEF,Bournemouth,Man City,Bournemouth
84,74,6,Nott'm Forest,2,False,2024-08-17T14:00:00Z,1,1,1,68,0,0,0,1,0,0,0,0,0,0,0,8,8.2,3.0,11.0,2.2,1,0.22,0.01,0.23,1.02,50,0,1977,0,0,74,Dango Ouattara,50,MID,Bournemouth,Man City,Bournemouth
85,75,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,5098,0,0,75,Alex Paulsen,40,GKP,Bournemouth,Man City,Bournemouth
86,76,6,Nott'm Forest,1,False,2024-08-17T14:00:00Z,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.26,50,0,6497,0,0,76,Philip Billing,48,MID,Bournemouth,Man City,Bournemouth
87,77,6,Nott'm Forest,2,False,2024-08-17T14:00:00Z,1,1,1,62,0,0,0,1,0,0,0,0,0,0,0,11,22.8,12.8,0.0,3.6,1,0.00,0.01,0.01,1.02,50,0,4339,0,0,77,Alex Scott,48,MID,Bournemouth,Man City,Bournemouth
88,78,6,Nott'm Forest,8,False,2024-08-17T14:00:00Z,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,25,39.0,6.7,53.0,9.9,1,0.44,0.04,0.48,1.30,55,0,92042,0,0,78,Antoine Semenyo,56,MID,Bournemouth,Man City,Bournemouth
89,79,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,91548,0,0,79,Marcos Senesi,48,DEF,Bournemouth,Man City,Bournemouth
90,80,6,Nott'm Forest,2,False,2024-08-17T14:00:00Z,1,1,1,63,0,0,0,1,0,0,0,0,0,0,0,7,7.0,1.8,23.0,3.2,1,0.15,0.02,0.17,1.02,50,0,17130,0,0,80,Luis Sinisterra,50,MID,Bournemouth,Man City,Bournemouth
91,81,6,Nott'm Forest,2,False,2024-08-17T14:00:00Z,1,1,1,62,0,0,0,1,0,0,0,0,0,0,0,8,7.8,4.5,0.0,1.2,1,0.00,0.01,0.01,1.02,45,0,14466,0,0,81,Adam Smith,45,DEF,Bournemouth,Man City,Bournemouth
92,83,6,Nott'm Forest,2,False,2024-08-17T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,10.2,41.4,27.0,7.9,1,0.42,0.12,0.54,1.30,55,0,14476,0,0,83,Marcus Tavernier,55,MID,Bournemouth,Man City,Bournemouth
93,84,6,Nott'm Forest,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,14323,0,0,84,Mark Travers,44,GKP,Bournemouth,Man City,Bournemouth
